category_id,category_url,category,source_category_identifier,identifier_semantics,department,department_classification,parent_category,parent_status,discovery_status,enumeration_status,first_scan_product_count,final_scan_product_count,number_of_scroll_iterations,duplicate_count,new_products_last_iteration,completion_reason,unique_products_discovered
category:e571a2bc5f5180d9,https://www.zara.com/us/en/man-bags-l563.html,Men´s Bags,563,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:5f56f3c1ba2c98ca,https://www.zara.com/us/en/man-jackets-wind-breaker-l1651.html?page=2,,1651,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:5fef2668deb47355,https://www.zara.com/us/en/man-shirts-floral-l1657.html,Men's Floral Shirts | ZARA United States,1657,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:25c9417fba67de39,https://www.zara.com/us/en/man-shirts-l737.html,view all,737,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,26
category:fddee08b1d9b3ebb,https://www.zara.com/us/en/man-shirts-formal-l751.html,dress shirts,751,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:d280084976e53695,https://www.zara.com/us/en/man-shirts-linen-l754.html,linen,754,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:467fd38657bfd668,https://www.zara.com/us/en/man-shirts-denim-l748.html,denim,748,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:7f82aadbde310d6e,https://www.zara.com/us/en/man-shirts-printed-l759.html,graphic | printed,759,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:c09015cfe6a984fd,https://www.zara.com/us/en/man-shirts-short-sleeved-l762.html,short sleeve,762,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:2c4a5863c813b5ee,https://www.zara.com/us/en/man-shirts-casual-l743.html,casual,743,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:e5bea6e3867aa001,https://www.zara.com/us/en/man-shirts-long-sleeved-l1784.html,long-sleeved,1784,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:9b53282c363d9d71,https://www.zara.com/us/en/man-shirts-plain-l757.html,SOLID,757,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:5a9cf10d56051d37,https://www.zara.com/us/en/man-shirts-check-l745.html,Men's Checked Shirts,745,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:7e78d3be6d7c9174,https://www.zara.com/us/en/man-shirts-white-l1753.html,White Shirts Men,1753,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:5f59c07a6fd1725b,https://www.zara.com/us/en/man-shirts-basics-l741.html,BASICS,741,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:c596c1e2efebefde,https://www.zara.com/us/en/man-shirts-striped-l766.html,Men's Striped Shirts,766,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:2e610c19e30d8431,https://www.zara.com/us/en/man-shirts-corduroy-l2517.html,Men's Corduroy Shirts,2517,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:12f261f83e72a881,https://www.zara.com/us/en/man-shirts-mao-l755.html,Men's Mandarin Collar Shirts,755,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:c5ab2427ffab4133,https://www.zara.com/us/en/man-shirts-black-l2515.html,Men's Black Shirts,2515,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:25247cba85667883,https://www.zara.com/us/en/man-shirts-blue-l2516.html,Men's Blue Shirts,2516,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:90cc12c57e779476,https://www.zara.com/us/en/man-shirts-slim-l763.html,Men's Slim Fit Shirts,763,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:4618ddd0488f15c7,https://www.zara.com/us/en/man-shirts-flannel-l4055.html,Men's Flannel Shirts,4055,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:67ae6741c8034dac,https://www.zara.com/us/en/man-shirts-summer-l4172.html,Men´s Summer Shirts,4172,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:e16bc65c15899d9d,https://www.zara.com/us/en/man-shirts-dress-l4571.html,Men's Dress Shirts,4571,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:e1c79596ba9ed8b8,https://www.zara.com/us/en/man-shirts-oversize-l5523.html,Men's Oversized Shirts,5523,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:3d9f64d13a5e5b9c,https://www.zara.com/us/en/man-shirts-white-l1753.html?page=2,,1753,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:2283ed614bb5fe78,https://www.zara.com/us/en/man-shirts-long-sleeved-l1784.html?page=2,,1784,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:42dead6ace626e8c,https://www.zara.com/us/en/man-shirts-black-l2515.html?page=2,,2515,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:62c9ea812ac9a762,https://www.zara.com/us/en/man-shirts-blue-l2516.html?page=2,,2516,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:d4efe5de60650ba8,https://www.zara.com/us/en/man-overshirts-l3174.html?page=2,,3174,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:495c7ed667b04858,https://www.zara.com/us/en/man-shirts-summer-l4172.html?page=2,,4172,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:19a6dd94aa39230b,https://www.zara.com/us/en/man-bags-leather-l579.html,leather,579,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:fdc035fdb36342c2,https://www.zara.com/us/en/man-bags-travel-l584.html,travel,584,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:691788d11fdcf9d3,https://www.zara.com/us/en/man-bags-wallets-l586.html,wallets | accesories,586,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:76993baa294b3f9f,https://www.zara.com/us/en/man-bags-backpacks-l565.html,backpacks,565,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:686ddf6afb5d4c49,https://www.zara.com/us/en/man-bags-garment-bag-l5060.html,bags,5060,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:7e38fb1089d772c5,https://www.zara.com/us/en/man-bags-crossbody-l573.html,crossbody bags,573,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:575bce77fecfb568,https://www.zara.com/us/en/man-bags-large-l578.html,large bags,578,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:f801c3b930f43b0d,https://www.zara.com/us/en/man-bags-business-l571.html,business bags,571,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:6e92465cde5cc815,https://www.zara.com/us/en/man-bags-handbags-l5378.html,Men's Bags,5378,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:4049c58824c38795,https://www.zara.com/us/en/man-bags-suitcases-l5061.html,SUITCASES,5061,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:6ea736b2bea7bc6b,https://www.zara.com/us/en/man-training-bags-l19349.html,GYM BAGS,19349,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:883a0d42b3ca4a98,https://www.zara.com/us/en/man-bags-portfolio-l5056.html,BRIEFCASES,5056,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:a834a1e4069ceb36,https://www.zara.com/us/en/man-bags-leather-wallet-l5059.html,LEATHER WALLETS,5059,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:376a52d4e95d541b,https://www.zara.com/us/en/man-bags-toiletry-bag-l5036.html,TOILETRY BAGS,5036,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:0fdce009e67eb18c,https://www.zara.com/us/en/man-bags-clutch-bag-l19319.html,CLUTCHES,19319,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:1edcfef629b642eb,https://www.zara.com/us/en/man-bags-handbag-l5033.html,BAG,5033,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:6c4c161f59dae123,https://www.zara.com/us/en/man-bags-cardholder-l5058.html,CARD HOLDERS,5058,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:4a73d0ffb2114821,https://www.zara.com/us/en/man-bags-tote-l5032.html,TOTE BAGS,5032,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:b7431cbee5c0fcf6,https://www.zara.com/us/en/man-bags-summer-l4497.html,Men's Summer Bags,4497,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:237a07244d3ae02e,https://www.zara.com/us/en/man-bags-fanny-pack-l5035.html,BELT BAGS,5035,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:33ef15e54b045ae6,https://www.zara.com/us/en/man-bags-l563.html?page=2,,563,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:8d4e81f4b620cdcc,https://www.zara.com/us/en/man-jackets-black-l2570.html,black jacket,2570,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:dba9c107518a1632,https://www.zara.com/us/en/man-jackets-sport-l4078.html,casual wear,4078,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:2d1aa939f9529801,https://www.zara.com/us/en/man-jackets-denim-l648.html?page=2,,648,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:59ffc35717e82d31,https://www.zara.com/us/en/man-jackets-brown-l2496.html,brown,2496,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:ff859f79b481a2b2,https://www.zara.com/us/en/man-jackets-faux-leather-l650.html?page=2,,650,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:95e5cfecdb516acf,https://www.zara.com/us/en/man-knitwear-l681.html?v1=2432265,Men's Knitwear | ZARA United States,681,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,LINKS_INSPECTED,PENDING,,,0,,,,0
category:7a752eb68f1cae0e,https://www.zara.com/us/en/man-knitwear-basics-l683.html,basics,683,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:e632f55b0d5079fa,https://www.zara.com/us/en/man-knitwear-long-sleeve-l15978.html,long sleeve,15978,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:8d250ac17ea28fc3,https://www.zara.com/us/en/man-knitwear-short-sleeved-l698.html,short sleeve,698,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:821995052cd71215,https://www.zara.com/us/en/man-linen-sweaters-l17547.html,linen | hemp,17547,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:2d49f486bd2ed5b0,https://www.zara.com/us/en/man-polos-knitwear-l1701.html,polos,1701,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:edf74258aea68d6d,https://www.zara.com/us/en/man-knitwear-cardigans-l685.html,cardigans,685,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:d9696bea43959cb4,https://www.zara.com/us/en/man-knitwear-plain-l694.html,plain,694,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:bbe22ad06abeeb73,https://www.zara.com/us/en/man-sweaters-stripes-l18764.html,stripes,18764,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:59b71b7f3cba026f,https://www.zara.com/us/en/man-sweaters-henley-l17765.html,henley,17765,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:2fd2524a9b1dd71b,https://www.zara.com/us/en/man-knitwear-quarter-zip-l7129.html,quarter zip,7129,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:9d2200b6160148da,https://www.zara.com/us/en/man-knitwear-casual-l689.html,casual,689,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:3a48f9c2d568b2bc,https://www.zara.com/us/en/man-knitwear-vneck-l2523.html,v-neck,2523,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:f8f9710b43e07408,https://www.zara.com/us/en/man-knitwear-crewneck-l2522.html,crew-neck,2522,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:020b9b86d6e16443,https://www.zara.com/us/en/man-knitwear-sweaters-l701.html,sweaters,701,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:b1d2c0ce125c6d18,https://www.zara.com/us/en/man-knitwear-vest-l4384.html,Men´s Vest,4384,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:846cf17ed47850d4,https://www.zara.com/us/en/man-knitwear-turtleneck-l2518.html,Men's Turtlenecks Sweaters,2518,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:6ab8bd534d27c530,https://www.zara.com/us/en/man-knitwear-cashmere-l687.html,Men's Cashmere Sweaters,687,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:55f9e2d28d9cc83c,https://www.zara.com/us/en/man-knitwear-blue-l4570.html,Men's Blue Sweaters,4570,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:38bc8882fbd58b3d,https://www.zara.com/us/en/man-knitwear-beige-l4552.html,Men's Beige Sweater,4552,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:1472a70685109e9b,https://www.zara.com/us/en/man-knitwear-grey-l4554.html,Men's Gray Sweaters,4554,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:9575ffcb4f8104f6,https://www.zara.com/us/en/man-knitwear-chunky-l4555.html,Men's Chunky Sweaters,4555,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:3510bf5cf26ec531,https://www.zara.com/us/en/man-knitwear-l681.html?page=2,,681,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:aabdae03b998407c,https://www.zara.com/us/en/man-jackets-lightweight-l2492.html,lightweight,2492,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:7993f8a2faf2396d,https://www.zara.com/us/en/man-shirts-casual-l743.html?page=2,,743,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:dfbe0cd4554311ce,https://www.zara.com/us/en/man-shirts-check-l745.html?page=2,,745,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:04521d782e930967,https://www.zara.com/us/en/man-shirts-denim-l748.html?page=2,,748,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:96a1c3d7c881b5df,https://www.zara.com/us/en/man-shirts-linen-l754.html?page=2,,754,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:b96de1c117d82813,https://www.zara.com/us/en/man-shirts-plain-l757.html?page=2,,757,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:666065586ca85c71,https://www.zara.com/us/en/man-shirts-printed-l759.html?page=2,,759,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:2259ec24b277841f,https://www.zara.com/us/en/man-shirts-short-sleeved-l762.html?page=2,,762,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:792551b4c1e94e3f,https://www.zara.com/us/en/man-shoes-laceup-l4378.html,shoes,4378,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:f5a2eb6c30f555a8,https://www.zara.com/us/en/man-shoes-barefoot-l17530.html,barefoot,17530,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:31d8ff83360da984,https://www.zara.com/us/en/man-shoes-sandals-l794.html,clogs | sandals,794,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:6488d0997b0b950c,https://www.zara.com/us/en/man-shoes-leather-l788.html,leather,788,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:a36d6277c49ec188,https://www.zara.com/us/en/man-shoes-formal-l17531.html,DRESS SHOES,17531,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:cf0690a7e7d5bdc0,https://www.zara.com/us/en/man-shoes-penny-loafers-l19172.html,RUCHED LOAFERS,19172,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:f8638fc754084c48,https://www.zara.com/us/en/man-shoes-leather-loafers-l5018.html,LEATHER LOAFERS,5018,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:2935fd6bba34b7a0,https://www.zara.com/us/en/man-shoes-black-l2566.html,Men´s Black Shoes,2566,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:e98d696997f0b175,https://www.zara.com/us/en/man-shoes-clogs-l4674.html,CLOGS,4674,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:d51b793e8fd18716,https://www.zara.com/us/en/man-shoes-basic-sneakers-l19332.html,BASIC SNEAKERS,19332,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:e31cf7812ab69c06,https://www.zara.com/us/en/man-running-sneakers-l19311.html,RUNNING SHOES,19311,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:e070200440d0ba1b,https://www.zara.com/us/en/man-shoes-white-sneakers-l19333.html,WHITE SNEAKERS,19333,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:fbcf6a661fb2f926,https://www.zara.com/us/en/man-shoes-sneakers-black-l2560.html,Men´s Black Sneakers,2560,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:0cd92cca2eb45ecb,https://www.zara.com/us/en/man-shoes-evening-l2569.html,Men´s Dress Shoes,2569,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:f873e721dd0d6a34,https://www.zara.com/us/en/man-shoes-chelsea-boots-l4639.html,CHELSEA BOOTS,4639,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:56ec9f26c464d93b,https://www.zara.com/us/en/zara-athleticz-shoes-l4658.html,ATHLETICZ,4658,URL token; internal semantics NOT VERIFIED,UNCLASSIFIED,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:2fa06e7361c9b526,https://www.zara.com/us/en/man-shoes-chunky-trainers-l4492.html,CHUNKY SNEAKERS,4492,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:e1c8332ae5007dc4,https://www.zara.com/us/en/man-chunky-shoes-l19342.html,CHUNKY SHOES,19342,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:5000b8dcb4265c3a,https://www.zara.com/us/en/man-shoes-boots-black-l2555.html,Men´s Black Boots,2555,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:be841513e327a3b6,https://www.zara.com/us/en/man-shoes-leather-boots-l5019.html,LEATHER BOOTS,5019,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:ef63c8842e3b13bd,https://www.zara.com/us/en/man-sneakers-training-l19306.html,TRAINING SHOES,19306,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:544387ad048c8a1b,https://www.zara.com/us/en/man-boots-cowboy-l19309.html,COWBOY BOOTS,19309,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:a624e5251cbd5a0d,https://www.zara.com/us/en/man-shoes-oxfords-l4496.html,Men's Oxford Shoes,4496,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:a6f1cc52519b2699,https://www.zara.com/us/en/man-shoes-boat-l2562.html,Men´s Boat Shoes,2562,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:f0f24a2b8fea20c6,https://www.zara.com/us/en/man-shoes-summer-l4377.html,Men´s Summer Shoes,4377,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:cde9d493510c4686,https://www.zara.com/us/en/man-shoes-leather-sandals-l5029.html,LEATHER SANDALS,5029,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:a41b2c72ea13400d,https://www.zara.com/us/en/man-shoes-brown-l2565.html,Men´s Brown Shoes,2565,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:a39af491de02bee5,https://www.zara.com/us/en/man-shoes-casual-l2567.html,casual shoes,2567,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
category:e6db5dc5686ce69c,https://www.zara.com/us/en/man-shoes-moccasins-l789.html?page=2,,789,URL token; internal semantics NOT VERIFIED,MAN,INFERRED from route,,NOT VERIFIED,DISCOVERED,PENDING,,,0,,,,0
